variable,x_value,alpha_target,alpha_fitted
cpi_yoy,0.0241625,0.91,0.9100338685955318
cpi_yoy,0.024675,0.91,0.9100338685955318
cpi_yoy,0.0251875,0.91,0.9100338685955318
cpi_yoy,0.0257,0.91,0.9100338685955318
cpi_yoy,0.0262125,0.91,0.9100338685955318
cpi_yoy,0.026725,0.91,0.9100338685955318
cpi_yoy,0.0272375,0.91,0.9100338685955318
cpi_yoy,0.02775,0.91,0.9100338685955318
cpi_yoy,0.0282625,0.91,0.9100338685955318
cpi_yoy,0.028775,0.91,0.9100338685955318
cpi_yoy,0.0292875,0.91,0.9100338685955318
cpi_yoy,0.0298,0.91,0.9100338685955318
cpi_yoy,0.0303125,0.91,0.9115139705113408
cpi_yoy,0.030825,0.91,0.9139413376532675
cpi_yoy,0.0313375,0.91,0.9163687047951941
cpi_yoy,0.03185,0.92,0.9187960719371208
cpi_yoy,0.0323625,0.92,0.9212234390790475
cpi_yoy,0.032875,0.92,0.9236508062209741
cpi_yoy,0.0333875,0.92,0.9260781733629008
cpi_yoy,0.0339,0.93,0.9285055405048275
cpi_yoy,0.0344125,0.93,0.9309329076467541
cpi_yoy,0.034925,0.93,0.9333602747886808
cpi_yoy,0.0354375,0.94,0.9357876419306075
cpi_yoy,0.03595,0.94,0.9382150090725342
cpi_yoy,0.0364625,0.94,0.9406423762144608
cpi_yoy,0.036975,0.94,0.9430697433563875
cpi_yoy,0.0374875,0.95,0.9454971104983141
cpi_yoy,0.038,0.95,0.9479244776402408
