month,u_gasoline_sum,u_diesel_sum,gasoline_price_base,diesel_price_base,cpi_yoy,cpi_target,x_gasoline,x_diesel,cpi_hat_next,inflation_excess,deflation_gap,Lpi_inflation,Lpi_deflation,Lpi_raw,Lpi_winsorized,Lpi
2024-03-01,125.0,120.0,9038.593290193163,8017.403183951963,0.001,0.03,0.01382958564311379,0.014967439861350372,0.0017625878809776352,0.0,0.018237412119022366,0.0,2.3249500123865787,2.3249500123865787,2.3249500123865787,2.0185376210491364
2024-04-01,330.0,315.0,9163.593290193163,8137.403183951963,0.003,0.03,0.03601207403575676,0.038710137973895865,0.005134041332882365,0.0,0.014865958667117636,0.0,1.5448027624406162,1.5448027624406162,1.5448027624406162,1.341208402965239
2024-05-01,-235.0,-225.0,9493.593290193163,8452.403183951963,0.003,0.03,0.0,0.0,0.0027156161734364468,0.0,0.017284383826563554,0.0,2.0883101499002934,2.0883101499002934,2.0883101499002934,1.8130852618484614
2024-06-01,32.20153334381581,28.878836271594963,9258.593290193163,8227.403183951963,0.002,0.03,0.0034780157562298523,0.00351007913747619,0.002065179072228341,0.0,0.01793482092777166,0.0,2.248439907602005,2.248439907602005,2.248439907602005,1.9521110208748207
2024-07-01,-10.967467357541281,-10.230643543031675,9290.794823536979,8256.282020223558,0.005,0.03,0.0,0.0,0.004576673402630618,0.0,0.015423326597369382,0.0,1.6628125959336988,1.6628125959336988,1.6628125959336988,1.4436653535622153
2024-08-01,-305.0,-290.0,9279.827356179438,8246.051376680525,0.006,0.03,0.0,0.0,0.005507202017227704,0.0,0.014492797982772296,0.0,1.4682218149217698,1.4682218149217698,1.4682218149217698,1.2747202966408788
2024-09-01,-450.0173105689035,-436.2067495364629,8974.827356179438,7956.051376680525,0.004,0.03,0.0,0.0,0.003646144788033532,0.0,0.01635385521196647,0.0,1.8695087075932064,1.8695087075932064,1.8695087075932064,1.6231203419647426
2024-10-01,195.63730372372095,188.62011011591616,8524.810045610535,7519.8446271440625,0.003,0.03,0.022949168682586132,0.025082979698152565,0.004172416595354582,0.0,0.01582758340464542,0.0,1.751122051098736,1.751122051098736,1.751122051098736,1.5203362310414255
2024-11-01,-142.69020436323288,-137.07800323587335,8720.447349334256,7708.464737259978,0.002,0.03,0.0,0.0,0.0017850875588393607,0.0,0.01821491244116064,0.0,2.3192169228549595,2.3192169228549595,2.3192169228549595,2.013560113213371
2024-12-01,0.0,0.0,8577.757144971023,7571.386734024105,0.001,0.03,0.0,0.0,0.0008545589442422751,0.0,0.019145441055757724,0.0,2.562229026457205,2.562229026457205,2.562229026457205,2.2245448960594727
