variable,x_value,alpha_target,f_gasoline,f_diesel,S_diesel_lag,prev_u_diesel,cpi_yoy,alpha_fitted,residual
prev_u_diesel,-336.3523350564988,0.85,167.8326286565802,161.24135002256978,18.398814096729858,-336.3523350564988,0.018,0.8544367474012293,0.004436747401229346
prev_u_diesel,-327.7864923838782,0.86,167.8326286565802,161.24135002256978,18.398814096729858,-327.7864923838782,0.018,0.8555927980552372,-0.00440720194476274
prev_u_diesel,-319.2206497112577,0.86,167.8326286565802,161.24135002256978,18.398814096729858,-319.2206497112577,0.018,0.8567488487092453,-0.0032511512907547058
prev_u_diesel,-310.6548070386373,0.86,167.8326286565802,161.24135002256978,18.398814096729858,-310.6548070386373,0.018,0.8579048993632532,-0.002095100636746783
prev_u_diesel,-302.08896436601674,0.86,167.8326286565802,161.24135002256978,18.398814096729858,-302.08896436601674,0.018,0.8590609500172611,-0.0009390499827388599
prev_u_diesel,-293.5231216933962,0.86,167.8326286565802,161.24135002256978,18.398814096729858,-293.5231216933962,0.018,0.860217000671269,0.00021700067126906308
prev_u_diesel,-284.95727902077573,0.86,167.8326286565802,161.24135002256978,18.398814096729858,-284.95727902077573,0.018,0.861373051325277,0.001373051325276986
prev_u_diesel,-276.39143634815525,0.86,167.8326286565802,161.24135002256978,18.398814096729858,-276.39143634815525,0.018,0.8625291019792849,0.002529101979284909
prev_u_diesel,-267.8255936755347,0.86,167.8326286565802,161.24135002256978,18.398814096729858,-267.8255936755347,0.018,0.8636851526332929,0.003685152633292943
prev_u_diesel,-259.2597510029142,0.87,167.8326286565802,161.24135002256978,18.398814096729858,-259.2597510029142,0.018,0.8648412032873009,-0.005158796712699143
prev_u_diesel,-250.6939083302937,0.87,167.8326286565802,161.24135002256978,18.398814096729858,-250.6939083302937,0.018,0.8659972539413088,-0.00400274605869122
prev_u_diesel,-242.1280656576732,0.87,167.8326286565802,161.24135002256978,18.398814096729858,-242.1280656576732,0.018,0.8671533045953167,-0.002846695404683297
prev_u_diesel,-233.5622229850527,0.87,167.8326286565802,161.24135002256978,18.398814096729858,-233.5622229850527,0.018,0.8683093552493246,-0.0016906447506753741
prev_u_diesel,-224.9963803124322,0.87,167.8326286565802,161.24135002256978,18.398814096729858,-224.9963803124322,0.018,0.8694654059033327,-0.0005345940966673401
prev_u_diesel,-216.4305376398117,0.87,167.8326286565802,161.24135002256978,18.398814096729858,-216.4305376398117,0.018,0.8706214565573406,0.0006214565573405828
prev_u_diesel,-207.8646949671912,0.87,167.8326286565802,161.24135002256978,18.398814096729858,-207.8646949671912,0.018,0.8717775072113485,0.0017775072113485058
prev_u_diesel,-199.29885229457068,0.87,167.8326286565802,161.24135002256978,18.398814096729858,-199.29885229457068,0.018,0.8729335578653564,0.0029335578653564287
prev_u_diesel,-190.73300962195017,0.87,167.8326286565802,161.24135002256978,18.398814096729858,-190.73300962195017,0.018,0.8740896085193643,0.004089608519364352
prev_u_diesel,-182.16716694932967,0.88,167.8326286565802,161.24135002256978,18.398814096729858,-182.16716694932967,0.018,0.8752456591733723,-0.004754340826627734
prev_u_diesel,-173.60132427670916,0.88,167.8326286565802,161.24135002256978,18.398814096729858,-173.60132427670916,0.018,0.8764017098273803,-0.0035982901726197003
prev_u_diesel,-165.03548160408866,0.88,167.8326286565802,161.24135002256978,18.398814096729858,-165.03548160408866,0.018,0.8775577604813882,-0.0024422395186117773
prev_u_diesel,-156.46963893146815,0.88,167.8326286565802,161.24135002256978,18.398814096729858,-156.46963893146815,0.018,0.8787138111353962,-0.0012861888646038544
prev_u_diesel,-147.90379625884765,0.88,167.8326286565802,161.24135002256978,18.398814096729858,-147.90379625884765,0.018,0.8798698617894041,-0.00013013821059593145
prev_u_diesel,-139.33795358622714,0.88,167.8326286565802,161.24135002256978,18.398814096729858,-139.33795358622714,0.018,0.881025912443412,0.0010259124434119915
prev_u_diesel,-130.77211091360664,0.88,167.8326286565802,161.24135002256978,18.398814096729858,-130.77211091360664,0.018,0.88218196309742,0.0021819630974200255
prev_u_diesel,-122.20626824098616,0.88,167.8326286565802,161.24135002256978,18.398814096729858,-122.20626824098616,0.018,0.883338013751428,0.0033380137514279484
