date,weighted_oil_mean,filtered_oil_price,exchange_rate,previous_actual,theory_price,delta_p_theory,carry_before,stacked_change,delta_p_rule,carry_after,actual_change,actual_after,is_changed,is_special_regulated,rule_error,abs_rule_error
2022-01-30,88.854074,88.854074,6.3605,9240.0,9526.561476827583,286.56147682758274,0.0,286.56147682758274,286.56147682758274,0.0,310,9550,True,False,-23.438523172417263,23.438523172417263
2022-02-18,94.575692,94.575692,6.3251,9550.0,9754.739712540193,204.73971254019307,0.0,204.73971254019307,204.73971254019307,0.0,210,9760,True,False,-5.260287459806932,5.260287459806932
2022-03-04,105.734142,105.734142,6.3188,9760.0,10252.646869081262,492.6468690812617,0.0,492.6468690812617,492.6468690812617,0.0,260,10020,True,False,232.64686908126168,232.64686908126168
2022-03-18,110.53984,110.53984,6.3609,10020.0,10514.594940097753,494.59494009775335,0.0,494.59494009775335,494.59494009775335,0.0,750,10770,True,False,-255.40505990224665,255.40505990224665
2022-04-01,113.136,113.136,6.3625,10770.0,10634.58986168,-135.41013831999953,0.0,-135.41013831999953,-135.41013831999953,0.0,110,10880,True,False,-245.41013831999953,245.41013831999953
2022-04-16,102.94097800000002,102.94097800000002,6.3705,10880.0,10178.062539176786,-701.9374608232138,0.0,-701.9374608232138,-701.9374608232138,0.0,-545,10335,True,False,-156.93746082321377,156.93746082321377
2022-04-29,105.16100400000002,105.16100400000002,6.608,10335.0,10521.036250478259,186.0362504782588,0.0,186.0362504782588,186.0362504782588,0.0,205,10540,True,False,-18.963749521741192,18.963749521741192
2022-05-17,110.27657400000001,110.27657400000001,6.7361,10540.0,10902.93975784262,362.93975784261966,0.0,362.93975784261966,362.93975784261966,0.0,285,10825,True,False,77.93975784261966,77.93975784261966
2022-05-31,117.91776000000002,117.91776000000002,6.6715,10825.0,11204.997502253504,379.9975022535036,0.0,379.9975022535036,379.9975022535036,0.0,400,11225,True,False,-20.002497746496374,20.002497746496374
2022-06-15,123.30471200000001,123.30471200000001,6.7128,11225.0,11515.81098907651,290.81098907650994,0.0,290.81098907650994,290.81098907650994,0.0,390,11615,True,False,-99.18901092349006,99.18901092349006
2022-06-29,115.09761600000002,115.09761600000002,6.6997,11615.0,11099.481958028311,-515.518041971689,0.0,-515.518041971689,-515.518041971689,0.0,-320,11295,True,False,-195.51804197168894,195.51804197168894
